Company,Job Role,Skills Needed
Uber,Supply Chain Analyst,"CI/CD, SQL, Python, NLP, Ethical Hacking, AWS, Linux, GCP"
Atlassian,Game Developer,"SEO, Testing, R, CSS, Docker, Node.js, Angular, Python"
Honeywell,Machine Learning Engineer,"Web3, Excel, Digital Marketing, Java, System Design, Python"
Tesla,Machine Learning Engineer,"UX Research, Web3, SQL, Ethical Hacking, Excel, Azure, Digital Marketing, CSS, React"
Palantir,Financial Analyst,"HTML, Network Security, Node.js, Figma, Agile, Scrum, NLP, Tableau, Web3, R"
Palantir,Technical Program Manager,"C++, UI Design, Deep Learning, Docker, Kubernetes, SQL, R, Selenium"
Goldman Sachs,HR Analytics Specialist,"Angular, Tableau, Linux, CSS, Cybersecurity, R, Risk Analysis"
Workday,HR Analytics Specialist,"SEO, Machine Learning, SEM, Power BI, Risk Analysis, Node.js"
BlackRock,AR/VR Developer,"SQL, Solidity, Web3, Testing, Data Visualization, Tableau, Project Management, C++, Power BI, Cybersecurity"
Oracle,Mobile App Developer,"Node.js, UX Research, GCP, React, CI/CD, SEO, Project Management, Risk Analysis, Testing, Linux"
Uber,Supply Chain Analyst,"R, Network Security, Linux, Ethical Hacking, Java, React"
PwC,UI/UX Designer,"Testing, R, Figma, Azure, Kubernetes, Blockchain, SQL, Network Security, Data Visualization"
BlackRock,Network Engineer,"Azure, Project Management, Deep Learning, Agile, Ethical Hacking, Automation, Docker, Java"
Goldman Sachs,Financial Analyst,"Cybersecurity, SEM, Angular, Digital Marketing, CI/CD, Kubernetes, Tableau"
Twilio,AI Research Scientist,"HTML, NLP, Angular, Java, Agile, Automation, Deep Learning, Project Management, CI/CD"
ASML,Risk Analyst,"Linux, Angular, UX Research, Selenium, Tableau, SEM, Scrum, Cybersecurity, System Design"
EY,Supply Chain Analyst,"Figma, SEM, Network Security, Azure, Data Visualization"
Oracle,Digital Marketing Manager,"SEO, Tableau, Docker, Deep Learning, SQL, Data Visualization, Testing, R, Java"
AMD,Growth Hacker,"Cybersecurity, Deep Learning, Machine Learning, Digital Marketing, Java, CSS, Python, Node.js"
Siemens,DevOps Engineer,"Tableau, Selenium, Excel, CI/CD, UI Design, Cybersecurity, Digital Marketing, Angular"
JP Morgan Chase,Customer Success Manager,"Ethical Hacking, Risk Analysis, Power BI, Machine Learning, Project Management, Financial Modeling"
ASML,Database Administrator,"CI/CD, Financial Modeling, Scrum, GCP, Java"
Databricks,Business Intelligence Analyst,"Azure, Data Visualization, Web3, Risk Analysis, CI/CD, Digital Marketing, Kubernetes, SEM, Microservices"
Flipkart,Network Engineer,"Power BI, Kubernetes, CI/CD, Deep Learning, Financial Modeling"
SAP,Financial Analyst,"AWS, Data Visualization, Microservices, Project Management, Tableau"
Uber,Systems Analyst,"Financial Modeling, Data Visualization, CSS, Deep Learning, Automation, Linux, Agile"
Palantir,Customer Success Manager,"Ethical Hacking, Agile, Financial Modeling, Machine Learning, Python, Deep Learning, Web3, Network Security, Automation, Data Visualization"
EY,Robotics Engineer,"Cybersecurity, Project Management, Automation, Agile, Machine Learning, CSS"
EY,Digital Marketing Manager,"Data Visualization, Figma, Blockchain, UX Research, Network Security, Tableau, Microservices, Web3, UI Design, Docker"
PwC,Technical Program Manager,"React, SEM, Kubernetes, R, Project Management, Risk Analysis"
3M,Mobile App Developer,"UX Research, Linux, Ethical Hacking, Selenium, Power BI, Scrum, Docker, HTML, CSS, Figma"
Siemens,Systems Analyst,"Kubernetes, Selenium, Risk Analysis, Digital Marketing, SEO, AWS, CSS"
Oracle,Systems Analyst,"SEO, Network Security, Kubernetes, Python, R"
Cisco,AR/VR Developer,"Web3, C++, Angular, Node.js, Solidity, System Design, Tableau, Excel"
EY,DevOps Engineer,"Azure, Agile, Ethical Hacking, CI/CD, Machine Learning, Web3, C++"
Morgan Stanley,Cybersecurity Analyst,"Angular, Data Visualization, Deep Learning, Testing, NLP, Python"
Oracle,Network Engineer,"Testing, Deep Learning, Cybersecurity, Digital Marketing, Angular, Kubernetes"
BlackRock,UI/UX Designer,"Web3, React, SEO, Agile, Docker, Ethical Hacking, Cybersecurity"
McKinsey,Machine Learning Engineer,"Linux, Risk Analysis, CSS, Figma, Java, Excel, UX Research, R"
Databricks,Network Engineer,"SEO, UI Design, R, Angular, Financial Modeling, Microservices, Blockchain"
LG Electronics,Product Manager,"Docker, Agile, CI/CD, Kubernetes, R, GCP, Automation"
KPMG,Business Intelligence Analyst,"Figma, Financial Modeling, React, Machine Learning, Linux, Kubernetes, HTML, Angular, Node.js"
Stripe,Network Engineer,"UX Research, Python, Automation, Project Management, Angular, CI/CD, Kubernetes, SEO"
Oracle,Technical Program Manager,"Java, React, Digital Marketing, UX Research, Python, AWS"
Honeywell,Full Stack Developer,"SEM, AWS, Machine Learning, Scrum, Project Management, Node.js, Network Security, Blockchain, Kubernetes, GCP"
Bosch,Financial Analyst,"GCP, Automation, Microservices, Blockchain, Azure, Angular, Digital Marketing, Power BI"
3M,Mobile App Developer,"Figma, Data Visualization, Python, GCP, Network Security"
Atlassian,Quantitative Analyst,"Linux, Agile, GCP, Tableau, Ethical Hacking, NLP, Microservices, Machine Learning, HTML, R"
Snowflake,Data Scientist,"Selenium, Java, Azure, Data Visualization, Testing"
Barclays,Robotics Engineer,"Kubernetes, HTML, Tableau, Agile, Digital Marketing, Python, React, Ethical Hacking, Cybersecurity, Testing"
PayPal,Supply Chain Analyst,"Solidity, System Design, UI Design, SQL, Web3, Risk Analysis, Linux, Azure, Data Visualization"
BlackRock,AI Research Scientist,"UI Design, GCP, C++, Network Security, Machine Learning, Docker, Agile, Figma, Linux, Testing"
ByteDance,Data Scientist,"Power BI, Network Security, Automation, Web3, NLP, Testing, Deep Learning, Agile, CSS"
Barclays,Full Stack Developer,"Risk Analysis, AWS, React, SEM, Project Management, UI Design, Python, HTML, CI/CD"
Salesforce,Blockchain Developer,"SEO, Automation, Financial Modeling, Network Security, Docker, CI/CD, Linux"
ByteDance,Risk Analyst,"Azure, Angular, Automation, Data Visualization, Web3, Project Management, CSS, Cybersecurity, Node.js"
ASML,Risk Analyst,"Power BI, Network Security, Cybersecurity, System Design, Excel, Node.js"
Barclays,Data Scientist,"Linux, Angular, SEM, Node.js, AWS, Kubernetes, Financial Modeling, Deep Learning"
BCG,Blockchain Developer,"UX Research, Web3, Financial Modeling, Selenium, Excel, Tableau"
ASML,DevOps Engineer,"Tableau, UX Research, Ethical Hacking, Excel, Linux, Risk Analysis"
SAP,Full Stack Developer,"SEO, R, Blockchain, UX Research, Web3, Machine Learning, GCP, React"
Snowflake,Robotics Engineer,"SEM, C++, Data Visualization, SQL, Cybersecurity, Linux, Project Management, Excel, Angular"
Qualcomm,Cloud Solutions Architect,"Ethical Hacking, Data Visualization, Machine Learning, Azure, C++, Docker, System Design, Risk Analysis"
Oracle,Financial Analyst,"Risk Analysis, SQL, Web3, UX Research, Selenium, Scrum, AWS, Automation"
ByteDance,Quantitative Analyst,"Financial Modeling, Deep Learning, Data Visualization, Automation, Linux, Microservices, Solidity, Blockchain, UI Design"
Razorpay,Product Manager,"Financial Modeling, Power BI, Web3, Node.js, R"
Stripe,Digital Marketing Manager,"R, HTML, NLP, Risk Analysis, Selenium, Testing"
Workday,Network Engineer,"Network Security, C++, Testing, Docker, Selenium, Power BI"
Twilio,Financial Analyst,"HTML, Ethical Hacking, Project Management, AWS, GCP, Excel, Linux, Power BI"
Shopify,Cloud Solutions Architect,"Cybersecurity, UX Research, Docker, Project Management, NLP, Node.js, Ethical Hacking, Data Visualization, AWS, Selenium"
Databricks,Embedded Systems Engineer,"Deep Learning, Selenium, Ethical Hacking, Agile, System Design, Tableau, CSS"
Bosch,Network Engineer,"SQL, NLP, Deep Learning, Node.js, Angular, Python, GCP, Blockchain, Project Management, CI/CD"
BlackRock,DevOps Engineer,"Figma, GCP, Risk Analysis, SQL, Azure, AWS, Ethical Hacking, Project Management"
PayPal,Robotics Engineer,"Deep Learning, Microservices, Selenium, Power BI, Figma, AWS"
Barclays,Supply Chain Analyst,"Testing, NLP, Ethical Hacking, Machine Learning, Digital Marketing, SEM, Docker"
3M,Network Engineer,"Automation, Network Security, HTML, C++, Angular, GCP, NLP"
Uber,Digital Marketing Manager,"C++, SQL, Azure, Risk Analysis, SEO, Ethical Hacking"
Morgan Stanley,Blockchain Developer,"Linux, Solidity, Digital Marketing, Automation, Data Visualization, Excel, SEM"
McKinsey,QA Automation Engineer,"Angular, Azure, UI Design, Node.js, Tableau, Blockchain, SQL, Docker, Java, Project Management"
PayPal,HR Analytics Specialist,"Docker, HTML, C++, Kubernetes, CI/CD, Node.js, System Design, Solidity, Microservices, Selenium"
Flipkart,Machine Learning Engineer,"Machine Learning, Cybersecurity, Scrum, Web3, Figma, Python, HTML"
Tesla,Data Scientist,"Ethical Hacking, Kubernetes, Agile, SEO, Figma, Microservices, Blockchain"
Databricks,AI Research Scientist,"Selenium, Node.js, UI Design, Linux, GCP, React, Microservices, HTML, Power BI, CI/CD"
Workday,Blockchain Developer,"Agile, SEO, Selenium, Financial Modeling, Cybersecurity, CSS, NLP, Power BI, Scrum"
Bain & Company,Technical Program Manager,"Selenium, Ethical Hacking, Docker, Power BI, Linux, Agile, NLP, Node.js"
Qualcomm,Technical Program Manager,"UX Research, System Design, Linux, Figma, NLP, Deep Learning, SEM, UI Design"
Bosch,Financial Analyst,"SEO, Agile, System Design, CI/CD, React"
Honeywell,AI Research Scientist,"CSS, Blockchain, Solidity, Financial Modeling, Web3, UX Research, Linux, Ethical Hacking, Kubernetes"
Razorpay,Technical Program Manager,"Angular, Kubernetes, SEO, Selenium, Node.js, Scrum, Cybersecurity, SQL, Agile, Python"
BCG,Financial Analyst,"Azure, CSS, Linux, Testing, Digital Marketing, Cybersecurity, Project Management, SQL"
Tesla,Full Stack Developer,"Solidity, Scrum, C++, Java, Blockchain, CSS, CI/CD, Network Security"
PwC,Data Scientist,"SQL, GCP, Financial Modeling, Data Visualization, AWS, Node.js, Linux"
BCG,Operations Manager,"HTML, UX Research, CSS, Tableau, CI/CD"
BlackRock,Systems Analyst,"UX Research, Azure, React, Node.js, Solidity, Linux, AWS, Selenium, Network Security, Deep Learning"
BCG,Cybersecurity Analyst,"Solidity, Deep Learning, SEO, Selenium, Agile"
ASML,Game Developer,"Financial Modeling, Java, AWS, Selenium, Microservices"
Palantir,DevOps Engineer,"Data Visualization, Scrum, Cybersecurity, Ethical Hacking, Agile"
SpaceX,Customer Success Manager,"SQL, Kubernetes, Node.js, Risk Analysis, SEM, UX Research"
Honeywell,Financial Analyst,"Scrum, Risk Analysis, Angular, SQL, Machine Learning, Ethical Hacking, R, Figma"
Uber,Business Intelligence Analyst,"Deep Learning, Scrum, SEM, UI Design, Web3"
BlackRock,Customer Success Manager,"R, Blockchain, Excel, Financial Modeling, Cybersecurity"
BlackRock,Cybersecurity Analyst,"Figma, Cybersecurity, Microservices, Testing, Data Visualization, Project Management, Excel"
Shopify,UI/UX Designer,"AWS, Automation, Excel, Azure, Financial Modeling, R, System Design"
Workday,AI Research Scientist,"Kubernetes, Microservices, Java, UI Design, Ethical Hacking, Machine Learning, Project Management, Figma, Automation"
Databricks,Customer Success Manager,"Selenium, Web3, Deep Learning, C++, Cybersecurity, Java, Ethical Hacking"
Twilio,Cybersecurity Analyst,"Cybersecurity, Figma, Blockchain, Data Visualization, Tableau, Selenium, Testing, React, Agile"
Goldman Sachs,Database Administrator,"Automation, Solidity, CSS, Testing, Figma"
Oracle,Embedded Systems Engineer,"GCP, Ethical Hacking, Solidity, AWS, Data Visualization, Digital Marketing, SEM"
Uber,AI Research Scientist,"Agile, Cybersecurity, Selenium, Machine Learning, React, HTML"
Salesforce,Business Intelligence Analyst,"Agile, Digital Marketing, Linux, SEM, NLP, Python, R, Automation, Scrum, Cybersecurity"
Honeywell,Cloud Solutions Architect,"Deep Learning, Python, Automation, C++, Java, Network Security, Risk Analysis, Power BI"
PwC,Product Manager,"Agile, Testing, GCP, Project Management, Financial Modeling"
PwC,Robotics Engineer,"Tableau, Kubernetes, CSS, Digital Marketing, Python, System Design, Financial Modeling"
Intel,Game Developer,"HTML, R, Kubernetes, UI Design, Solidity, Automation, Docker, Angular"
Databricks,Site Reliability Engineer,"Kubernetes, Scrum, Linux, Docker, AWS, Financial Modeling, Web3, Cybersecurity, Agile, CSS"
Databricks,Product Manager,"CI/CD, Financial Modeling, HTML, R, Web3"
Uber,Systems Analyst,"Data Visualization, HTML, Solidity, Machine Learning, React, Node.js"
Honeywell,QA Automation Engineer,"Node.js, Scrum, Java, Blockchain, SQL, CI/CD, Linux, Cybersecurity, Angular"
Morgan Stanley,Technical Program Manager,"Cybersecurity, Docker, UX Research, Node.js, Figma, System Design"
HSBC,Risk Analyst,"SEO, NLP, Power BI, Python, Financial Modeling, Figma, Machine Learning, Node.js"
Workday,Systems Analyst,"Kubernetes, C++, UX Research, System Design, UI Design, Network Security, SQL, Web3, Linux, Power BI"
VMware,Operations Manager,"Figma, Microservices, Web3, Angular, Automation, Selenium"
Shopify,Mobile App Developer,"Project Management, Power BI, Deep Learning, Excel, UX Research, Node.js, GCP, Docker"
Intel,Quantitative Analyst,"AWS, Node.js, Excel, Automation, HTML, CSS, Linux"
Adobe,QA Automation Engineer,"Linux, Cybersecurity, R, SEO, Blockchain, Data Visualization"
Tesla,Database Administrator,"Data Visualization, Selenium, Risk Analysis, React, Angular, Blockchain"
PwC,AR/VR Developer,"SEO, Kubernetes, Data Visualization, SQL, Deep Learning, C++, Tableau, Azure"
Salesforce,Blockchain Developer,"R, SQL, CI/CD, Excel, UX Research, SEM, React, AWS, Java, GCP"
Oracle,Embedded Systems Engineer,"Network Security, Excel, Financial Modeling, Solidity, Blockchain, Risk Analysis, Node.js, Testing, Angular, UI Design"
Zomato,Growth Hacker,"UI Design, Scrum, Excel, System Design, R, Docker, Project Management, Kubernetes, AWS, Digital Marketing"
PayPal,Technical Program Manager,"UI Design, SEM, R, GCP, Power BI, Financial Modeling"
Atlassian,Blockchain Developer,"SEO, Data Visualization, Figma, Risk Analysis, Financial Modeling, Node.js, Java"
VMware,Financial Analyst,"Angular, Financial Modeling, C++, Data Visualization, Azure, Solidity, Blockchain, Microservices, Python, Kubernetes"
Snowflake,Digital Marketing Manager,"Selenium, Web3, Digital Marketing, SEO, Java, React, Excel, Network Security, Machine Learning, Angular"
Twilio,AI Research Scientist,"Python, SEM, Docker, Ethical Hacking, Network Security, UX Research, System Design, Kubernetes, Web3, Solidity"
ASML,UI/UX Designer,"Tableau, Node.js, Java, SEO, Machine Learning, NLP, CI/CD, Project Management"
HSBC,Network Engineer,"UI Design, Azure, GCP, UX Research, Solidity"
ASML,Machine Learning Engineer,"SEM, Solidity, React, NLP, Deep Learning, System Design, Kubernetes, Excel, HTML"
AMD,Cloud Solutions Architect,"Linux, Azure, Automation, Blockchain, Scrum, Cybersecurity, Power BI, Figma, Machine Learning, System Design"
Bosch,Blockchain Developer,"Data Visualization, Web3, GCP, NLP, Digital Marketing, SQL"
Zoom,Quantitative Analyst,"Ethical Hacking, Deep Learning, Testing, Microservices, C++, AWS, Blockchain, CI/CD"
KPMG,HR Analytics Specialist,"Web3, Excel, Linux, NLP, Digital Marketing"
Atlassian,Business Intelligence Analyst,"Angular, Data Visualization, Kubernetes, Deep Learning, Python, Tableau, Solidity, Digital Marketing"
Bosch,Site Reliability Engineer,"HTML, System Design, Financial Modeling, Tableau, Project Management"
Twilio,Cloud Solutions Architect,"R, Power BI, Figma, Excel, AWS"
Samsung Electronics,Cloud Solutions Architect,"UX Research, React, Network Security, System Design, CSS, Java"
Airbnb,Mobile App Developer,"UX Research, Figma, Kubernetes, Project Management, Cybersecurity, SEO, Testing, Data Visualization, Selenium"
EY,Data Scientist,"Automation, Network Security, Testing, Cybersecurity, Web3, Node.js, Solidity, Python, Tableau"
Uber,Quantitative Analyst,"Network Security, SQL, Automation, Linux, Ethical Hacking"
VMware,UI/UX Designer,"Figma, Risk Analysis, CI/CD, Angular, SQL, Selenium, Docker, Agile"
Swiggy,Mobile App Developer,"Tableau, Angular, Excel, Testing, Machine Learning, Deep Learning, Blockchain, Power BI"
Goldman Sachs,Mobile App Developer,"AWS, Excel, HTML, Automation, Agile, Kubernetes"
VMware,HR Analytics Specialist,"Linux, Figma, Automation, HTML, Java, Azure, Scrum"
Uber,Risk Analyst,"CI/CD, GCP, Java, Network Security, Scrum"
Goldman Sachs,Supply Chain Analyst,"Figma, React, Financial Modeling, Node.js, Testing, Power BI, Risk Analysis, Selenium, Java"
SAP,Network Engineer,"UX Research, Ethical Hacking, Project Management, Testing, Angular"
Stripe,Full Stack Developer,"UX Research, R, Power BI, SEM, Solidity"
NVIDIA,Technical Program Manager,"Automation, Node.js, AWS, SQL, CSS, HTML, Blockchain"
LG Electronics,Business Intelligence Analyst,"Blockchain, Solidity, Tableau, UX Research, R, Power BI"
Atlassian,Game Developer,"SEO, NLP, Financial Modeling, Linux, Python, Kubernetes, Data Visualization, Excel, Deep Learning, Machine Learning"
Zomato,Product Manager,"Selenium, Digital Marketing, Python, Figma, Agile, Risk Analysis"
Samsung Electronics,Digital Marketing Manager,"UX Research, CI/CD, Project Management, Solidity, NLP, Scrum, SQL"
LG Electronics,Blockchain Developer,"Digital Marketing, Solidity, SQL, Selenium, React, Kubernetes, Project Management, Azure"
Honeywell,AR/VR Developer,"Excel, UI Design, Node.js, Data Visualization, Blockchain"
Shopify,Customer Success Manager,"Solidity, UX Research, R, CSS, Network Security, AWS, Digital Marketing, Financial Modeling"
